customer_id,destination,passanger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,car,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ5min,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,direction_opp,Y
376223,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Female,46,Single,0,Some college - no degree,Office & Administrative Support,$37500 - $49999,,never,1~3,gt8,4~8,1~3,1,1,0,0,1,1
182560,No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Male,below21,Unmarried partner,0,Some college - no degree,Student,$12500 - $24999,,less1,gt8,4~8,1~3,less1,1,0,0,0,1,0
360522,Home,Alone,Sunny,55,6PM,Bar,1d,Female,41,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,,never,never,4~8,1~3,less1,1,0,0,1,0,0
295084,Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,21,Single,0,Some college - no degree,Student,$50000 - $62499,,never,4~8,4~8,1~3,less1,1,1,1,0,1,0
475455,No Urgent Place,Kid(s),Sunny,80,10AM,Restaurant(<20),2h,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Sales & Related,$100000 or More,,1~3,1~3,4~8,4~8,less1,1,1,0,0,1,0
323959,No Urgent Place,Alone,Rainy,55,10AM,Bar,1d,Female,46,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,,never,4~8,4~8,1~3,,1,1,0,0,1,0
427836,Work,Alone,Snowy,30,7AM,Restaurant(<20),2h,Female,26,Single,0,Bachelors degree,Computer & Mathematical,$25000 - $37499,,less1,less1,4~8,1~3,never,1,1,1,0,1,0
252438,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,21,Single,0,Bachelors degree,Student,$100000 or More,,1~3,4~8,1~3,4~8,1~3,1,1,1,0,1,0
468388,Home,Alone,Sunny,30,6PM,Carry out & Take away,1d,Female,36,Single,0,High School Graduate,Food Preparation & Serving Related,$12500 - $24999,,less1,less1,1~3,less1,less1,1,0,0,0,1,1
444469,Work,Alone,Rainy,55,7AM,Restaurant(20-50),1d,Male,26,Single,0,High School Graduate,Unemployed,$37500 - $49999,,gt8,gt8,gt8,gt8,gt8,1,1,1,0,1,1
205751,Work,Alone,Sunny,30,7AM,Bar,1d,Male,26,Single,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,,1~3,gt8,4~8,4~8,1~3,1,1,0,1,0,0
181792,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,26,Single,1,Some college - no degree,Office & Administrative Support,$37500 - $49999,,1~3,never,1~3,1~3,1~3,1,1,1,0,1,1
381817,Home,Alone,Snowy,30,6PM,Coffee House,1d,Female,46,Married partner,1,Some High School,Unemployed,$12500 - $24999,,never,never,less1,less1,never,1,1,0,1,0,0
312912,No Urgent Place,Partner,Sunny,80,10AM,Restaurant(20-50),1d,Male,26,Married partner,0,Bachelors degree,Life Physical Social Science,$37500 - $49999,,less1,1~3,1~3,1~3,less1,1,0,0,0,1,1
492739,No Urgent Place,Friend(s),Snowy,30,2PM,Restaurant(<20),1d,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Computer & Mathematical,$75000 - $87499,,less1,4~8,gt8,1~3,less1,1,0,0,0,1,0
320419,Work,Alone,Snowy,30,7AM,Coffee House,1d,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$75000 - $87499,,1~3,never,less1,less1,less1,1,0,0,1,0,0
303499,Home,Alone,Snowy,30,10PM,Restaurant(20-50),2h,Male,31,Unmarried partner,0,Some college - no degree,Sales & Related,$62500 - $74999,,gt8,1~3,1~3,4~8,less1,1,0,0,0,1,0
409885,No Urgent Place,Partner,Sunny,80,10AM,Restaurant(20-50),1d,Female,26,Unmarried partner,0,High School Graduate,Business & Financial,$12500 - $24999,,never,1~3,less1,1~3,never,1,0,0,0,1,1
351644,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,,1~3,1~3,1~3,1~3,1~3,1,1,0,0,1,1
303281,No Urgent Place,Partner,Sunny,80,10AM,Bar,2h,Female,26,Married partner,0,Associates degree,Management,$12500 - $24999,,never,less1,gt8,4~8,never,1,0,0,0,1,0
225581,No Urgent Place,Partner,Snowy,30,10AM,Restaurant(<20),1d,Female,50plus,Widowed,1,Associates degree,Healthcare Support,$12500 - $24999,,less1,less1,4~8,1~3,less1,1,0,0,0,1,0
481001,Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,41,Married partner,1,Bachelors degree,Education&Training&Library,$25000 - $37499,,never,1~3,1~3,1~3,1~3,1,1,1,0,1,1
319961,Home,Alone,Sunny,55,6PM,Bar,1d,Male,46,Unmarried partner,1,Bachelors degree,Business & Financial,$62500 - $74999,,never,less1,4~8,1~3,never,1,0,0,1,0,0
136961,No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Male,31,Single,0,Bachelors degree,Office & Administrative Support,$25000 - $37499,,never,less1,less1,less1,less1,1,0,0,0,1,0
449778,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,1d,Female,36,Unmarried partner,0,Associates degree,Unemployed,$75000 - $87499,,never,never,gt8,gt8,1~3,1,1,0,0,1,0
229299,Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Female,50plus,Widowed,1,Some college - no degree,Food Preparation & Serving Related,Less than $12500,,never,never,1~3,4~8,less1,1,0,0,0,1,0
409156,Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Male,below21,Single,0,Some college - no degree,Student,Less than $12500,,never,less1,gt8,1~3,never,1,0,0,1,0,1
348280,Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Female,below21,Unmarried partner,1,Some college - no degree,Education&Training&Library,$37500 - $49999,,never,gt8,gt8,gt8,less1,1,0,0,1,0,1
148933,No Urgent Place,Kid(s),Sunny,80,10AM,Carry out & Take away,2h,Female,36,Married partner,1,Graduate degree (Masters or Doctorate),Business & Financial,$100000 or More,,never,4~8,1~3,4~8,1~3,1,1,0,0,1,1
344164,No Urgent Place,Kid(s),Snowy,30,6PM,Bar,1d,Male,31,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,,less1,never,4~8,gt8,less1,1,0,0,0,1,0
480074,Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,26,Unmarried partner,0,Associates degree,Office & Administrative Support,$12500 - $24999,,less1,1~3,1~3,1~3,1~3,1,0,0,1,0,0
151655,No Urgent Place,Alone,Sunny,55,10PM,Restaurant(20-50),1d,Male,21,Single,0,Some college - no degree,Unemployed,$75000 - $87499,,1~3,4~8,less1,less1,never,1,0,0,0,1,0
386523,No Urgent Place,Friend(s),Sunny,30,10AM,Carry out & Take away,2h,Male,26,Single,0,Some college - no degree,Unemployed,$100000 or More,,1~3,never,4~8,1~3,less1,1,0,0,0,1,0
135108,Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Male,26,Single,0,High School Graduate,Sales & Related,$12500 - $24999,,never,never,4~8,1~3,never,1,0,0,1,0,0
178279,Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Male,26,Unmarried partner,0,Associates degree,Management,$12500 - $24999,,less1,less1,4~8,1~3,less1,1,1,0,1,0,1
214378,No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,2h,Female,21,Single,0,Some college - no degree,Management,$25000 - $37499,,4~8,less1,gt8,1~3,1~3,1,0,0,0,1,0
301908,Home,Alone,Snowy,30,10PM,Restaurant(20-50),2h,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$100000 or More,,1~3,1~3,gt8,4~8,less1,1,0,0,0,1,0
322845,No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Female,36,Married partner,1,Some college - no degree,Computer & Mathematical,$25000 - $37499,,never,never,1~3,less1,never,1,0,0,0,1,0
495950,Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,36,Unmarried partner,0,Graduate degree (Masters or Doctorate),Legal,$62500 - $74999,,1~3,gt8,4~8,gt8,1~3,1,0,0,1,0,1
461279,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,50plus,Married partner,1,Bachelors degree,Life Physical Social Science,$50000 - $62499,,less1,never,4~8,less1,less1,1,0,0,0,1,0
226771,Home,Alone,Sunny,80,10PM,Bar,1d,Female,50plus,Single,0,Bachelors degree,Unemployed,Less than $12500,,never,never,less1,less1,never,1,1,0,1,0,0
266038,No Urgent Place,Partner,Sunny,80,10AM,Bar,2h,Male,50plus,Married partner,0,Some college - no degree,Protective Service,$37500 - $49999,,never,less1,gt8,gt8,1~3,1,0,0,0,1,0
203500,Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Female,50plus,Divorced,1,Graduate degree (Masters or Doctorate),Retired,$12500 - $24999,,1~3,4~8,4~8,4~8,less1,1,0,0,1,0,1
152777,No Urgent Place,Partner,Sunny,30,10AM,Bar,1d,Male,26,Unmarried partner,0,Bachelors degree,Management,$25000 - $37499,,1~3,never,4~8,never,1~3,1,1,0,0,1,1
402190,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Female,21,Married partner,0,Some college - no degree,Unemployed,$37500 - $49999,,less1,less1,1~3,1~3,1~3,1,1,0,0,1,1
460726,Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Female,50plus,Married partner,1,Bachelors degree,Unemployed,$87500 - $99999,,never,4~8,1~3,4~8,1~3,1,1,1,0,1,0
299972,No Urgent Place,Friend(s),Snowy,30,10AM,Carry out & Take away,1d,Male,31,Married partner,0,Graduate degree (Masters or Doctorate),Business & Financial,$75000 - $87499,,1~3,4~8,less1,4~8,less1,1,1,0,0,1,0
218953,No Urgent Place,Alone,Sunny,55,10PM,Restaurant(20-50),1d,Female,46,Married partner,1,Some High School,Unemployed,$12500 - $24999,,never,never,less1,less1,never,1,0,0,0,1,1
150588,Work,Alone,Snowy,30,7AM,Restaurant(<20),2h,Male,31,Married partner,1,Some college - no degree,Construction & Extraction,$37500 - $49999,,never,never,4~8,4~8,1~3,1,1,1,0,1,1
219429,Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Male,26,Single,0,Some college - no degree,Transportation & Material Moving,$62500 - $74999,,4~8,less1,gt8,4~8,less1,1,0,0,1,0,1
286400,Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,,less1,less1,gt8,4~8,less1,1,1,1,0,1,0
398502,No Urgent Place,Friend(s),Sunny,80,10PM,Bar,1d,Female,31,Single,0,Associates degree,Arts Design Entertainment Sports & Media,$75000 - $87499,,,less1,gt8,1~3,less1,1,1,0,0,1,0
132791,No Urgent Place,Friend(s),Sunny,80,10PM,Bar,1d,Male,21,Single,0,Bachelors degree,Student,$25000 - $37499,,1~3,4~8,1~3,1~3,less1,1,1,0,0,1,1
489739,No Urgent Place,Kid(s),Sunny,80,2PM,Restaurant(<20),1d,Male,36,Married partner,1,Some college - no degree,Management,$75000 - $87499,,1~3,1~3,1~3,4~8,less1,1,0,0,0,1,1
473735,Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Male,46,Single,0,Some college - no degree,Production Occupations,Less than $12500,,4~8,4~8,1~3,less1,1~3,1,1,0,1,0,0
219766,Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Female,41,Married partner,1,Bachelors degree,Legal,$100000 or More,crossover,never,1~3,1~3,1~3,less1,1,1,0,0,1,1
488790,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,26,Single,0,Bachelors degree,Business & Financial,$100000 or More,,4~8,1~3,1~3,1~3,less1,1,0,0,1,0,1
188266,Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,46,Single,1,Some college - no degree,Sales & Related,$37500 - $49999,,never,less1,1~3,1~3,1~3,1,1,1,0,1,0
337530,No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$50000 - $62499,,,1~3,4~8,1~3,1~3,1,1,0,0,1,0
430059,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,26,Single,0,Some college - no degree,Office & Administrative Support,$37500 - $49999,,4~8,4~8,4~8,4~8,less1,1,0,0,0,1,1
457212,Work,Alone,Sunny,55,7AM,Bar,1d,Male,50plus,Married partner,1,Associates degree,Management,$12500 - $24999,,4~8,4~8,4~8,gt8,gt8,1,1,1,0,1,1
232640,No Urgent Place,Friend(s),Sunny,80,10PM,Bar,1d,Male,26,Single,1,Some High School,Unemployed,Less than $12500,,1~3,gt8,4~8,4~8,4~8,1,1,0,0,1,1
419361,Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,26,Single,1,Some college - no degree,Office & Administrative Support,$37500 - $49999,,1~3,never,1~3,1~3,1~3,1,1,0,1,0,0
326916,Home,Alone,Sunny,80,6PM,Bar,2h,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,,less1,less1,gt8,4~8,less1,1,0,0,1,0,0
320217,Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Male,41,Married partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$37500 - $49999,,less1,less1,gt8,gt8,4~8,1,0,0,1,0,1
322059,No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Female,below21,Unmarried partner,0,Some college - no degree,Student,$100000 or More,,less1,1~3,less1,1~3,less1,1,1,0,0,1,0
490909,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,1d,Male,26,Single,0,Some college - no degree,Transportation & Material Moving,$62500 - $74999,,4~8,less1,gt8,4~8,less1,1,0,0,0,1,1
400134,Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Male,21,Single,1,Bachelors degree,Student,$25000 - $37499,,4~8,4~8,4~8,1~3,never,1,1,0,0,1,0
317375,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,26,Unmarried partner,0,Some college - no degree,Management,$37500 - $49999,,less1,less1,less1,1~3,less1,1,0,0,1,0,0
226221,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,50plus,Divorced,1,Graduate degree (Masters or Doctorate),Community & Social Services,$25000 - $37499,,never,1~3,less1,4~8,less1,1,1,0,0,1,1
363121,Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$62500 - $74999,,never,less1,less1,gt8,1~3,1,0,0,1,0,1
321236,No Urgent Place,Friend(s),Sunny,55,10AM,Restaurant(<20),2h,Female,50plus,Single,1,Associates degree,Retired,Less than $12500,,never,never,less1,never,never,1,1,0,0,1,0
456289,No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Female,26,Single,0,Some college - no degree,Food Preparation & Serving Related,$25000 - $37499,,1~3,1~3,1~3,1~3,less1,1,1,0,0,1,1
238775,Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Male,31,Single,0,Bachelors degree,Office & Administrative Support,$25000 - $37499,,never,less1,less1,less1,less1,1,1,0,1,0,1
354517,Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Male,21,Single,0,Some college - no degree,Student,$100000 or More,,less1,1~3,1~3,less1,less1,1,0,0,1,0,1
245263,No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$62500 - $74999,,never,less1,less1,gt8,1~3,1,1,0,0,1,1
191284,No Urgent Place,Alone,Rainy,55,10AM,Bar,1d,Male,21,Single,0,Some college - no degree,Student,Less than $12500,,less1,less1,less1,1~3,1~3,1,1,0,0,1,1
135215,No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Female,21,Single,0,Bachelors degree,Office & Administrative Support,$37500 - $49999,,1~3,less1,4~8,1~3,less1,1,1,0,0,1,0
349111,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,1d,Female,36,Married partner,1,Associates degree,Healthcare Practitioners & Technical,$75000 - $87499,,less1,never,4~8,1~3,less1,1,1,0,0,1,0
250060,No Urgent Place,Kid(s),Sunny,55,2PM,Restaurant(<20),1d,Female,36,Married partner,1,Graduate degree (Masters or Doctorate),Business & Financial,$100000 or More,,never,4~8,1~3,4~8,1~3,1,1,0,0,1,1
302651,Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Female,31,Married partner,1,Bachelors degree,Sales & Related,$12500 - $24999,,less1,1~3,1~3,1~3,less1,1,0,0,1,0,0
450973,No Urgent Place,Alone,Rainy,55,2PM,Carry out & Take away,2h,Male,21,Single,0,Some college - no degree,Sales & Related,$37500 - $49999,,1~3,gt8,4~8,1~3,less1,1,0,0,0,1,1
378860,Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,31,Single,0,Bachelors degree,Community & Social Services,$50000 - $62499,,4~8,1~3,1~3,1~3,less1,1,0,0,1,0,1
166830,No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Female,50plus,Married partner,1,High School Graduate,Retired,$75000 - $87499,,never,never,4~8,less1,1~3,1,1,0,0,1,0
356578,Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Male,21,Single,0,Bachelors degree,Unemployed,$100000 or More,,4~8,less1,1~3,4~8,1~3,1,1,0,1,0,1
394040,Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,41,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$62500 - $74999,,less1,less1,1~3,1~3,less1,1,1,0,1,0,1
364460,Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Female,26,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,,1~3,1~3,4~8,4~8,less1,1,0,0,0,1,1
459611,Work,Alone,Rainy,55,7AM,Restaurant(<20),2h,Female,50plus,Married partner,1,Associates degree,Office & Administrative Support,$75000 - $87499,,1~3,4~8,,4~8,4~8,1,1,1,0,1,0
177159,No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Female,26,Unmarried partner,0,Some college - no degree,Management,$37500 - $49999,,less1,less1,less1,1~3,less1,1,0,0,0,1,0
196465,Home,Alone,Snowy,30,10PM,Carry out & Take away,1d,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,,never,never,4~8,1~3,,1,1,1,0,1,0
277024,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),1d,Male,36,Single,0,Bachelors degree,Business & Financial,$100000 or More,,less1,1~3,gt8,gt8,1~3,1,1,0,0,1,1
345580,No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Male,21,Single,0,Bachelors degree,Protective Service,$25000 - $37499,,never,never,gt8,less1,less1,1,1,0,0,1,1
376981,No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Retired,$62500 - $74999,,never,4~8,1~3,4~8,less1,1,0,0,0,1,0
414455,No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Female,21,Single,0,Bachelors degree,Student,$62500 - $74999,,never,less1,1~3,less1,less1,1,1,0,0,1,1
174089,No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Female,50plus,Married partner,1,Associates degree,Legal,$100000 or More,,less1,never,gt8,4~8,1~3,1,1,0,0,1,1
365962,No Urgent Place,Kid(s),Sunny,80,10AM,Bar,1d,Female,41,Divorced,1,Some college - no degree,Protective Service,$25000 - $37499,,less1,less1,4~8,1~3,less1,1,1,0,0,1,0
244320,No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Male,36,Married partner,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$100000 or More,,never,never,1~3,1~3,less1,1,0,0,0,1,0
476051,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,26,Single,0,Bachelors degree,Unemployed,Less than $12500,,4~8,1~3,gt8,4~8,1~3,1,1,1,0,1,1
454138,No Urgent Place,Friend(s),Snowy,30,10AM,Carry out & Take away,1d,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,,never,4~8,4~8,gt8,4~8,1,1,0,0,1,0
151392,No Urgent Place,Friend(s),Rainy,55,10PM,Bar,2h,Female,26,Married partner,0,Bachelors degree,Unemployed,$87500 - $99999,,1~3,less1,,less1,less1,1,1,0,0,1,1
151277,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),1d,Female,21,Single,0,Bachelors degree,Student,$100000 or More,,1~3,never,1~3,1~3,4~8,1,1,0,0,1,1
322561,Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Male,26,Married partner,1,Bachelors degree,Management,$12500 - $24999,,1~3,4~8,1~3,1~3,,1,1,0,1,0,0
125952,Home,Alone,Sunny,55,6PM,Bar,1d,Male,21,Single,0,Some college - no degree,Student,$12500 - $24999,,less1,never,less1,less1,less1,1,0,0,1,0,0
291272,Home,Alone,Sunny,55,6PM,Bar,1d,Female,31,Married partner,1,Bachelors degree,Arts Design Entertainment Sports & Media,$25000 - $37499,,never,never,1~3,never,never,1,0,0,1,0,0
444890,No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Male,41,Married partner,0,Some college - no degree,Production Occupations,$25000 - $37499,,less1,never,gt8,1~3,1~3,1,0,0,0,1,1
345080,Work,Alone,Sunny,30,7AM,Bar,1d,Female,21,Single,0,Bachelors degree,Business & Financial,$50000 - $62499,,less1,gt8,gt8,gt8,4~8,1,1,0,1,0,0
185755,No Urgent Place,Kid(s),Rainy,55,6PM,Carry out & Take away,2h,Female,50plus,Married partner,1,Some college - no degree,Education&Training&Library,$50000 - $62499,,less1,never,4~8,1~3,less1,1,1,0,0,1,1
299167,Work,Alone,Snowy,30,7AM,Bar,1d,Female,21,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,,never,less1,1~3,1~3,less1,1,1,1,0,1,0
395641,No Urgent Place,Partner,Sunny,80,10AM,Coffee House,1d,Female,below21,Unmarried partner,0,Some college - no degree,Student,$25000 - $37499,,never,1~3,1~3,4~8,1~3,1,1,0,0,1,1
482053,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$62500 - $74999,,never,less1,less1,gt8,1~3,1,1,0,0,1,0
384195,Work,Alone,Snowy,30,7AM,Restaurant(20-50),1d,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$50000 - $62499,,less1,less1,1~3,less1,less1,1,1,1,0,1,1
375492,No Urgent Place,Partner,Rainy,55,2PM,Restaurant(<20),2h,Male,50plus,Married partner,1,Associates degree,Retired,$37500 - $49999,,never,never,4~8,4~8,never,1,1,0,0,1,0
366938,No Urgent Place,Kid(s),Sunny,80,2PM,Restaurant(<20),1d,Male,50plus,Married partner,1,Bachelors degree,Retired,$87500 - $99999,,never,never,less1,1~3,less1,1,0,0,0,1,0
198572,Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Male,46,Unmarried partner,1,Bachelors degree,Business & Financial,$62500 - $74999,,never,less1,4~8,1~3,never,1,0,0,0,1,1
421018,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,21,Unmarried partner,0,Bachelors degree,Student,Less than $12500,,1~3,less1,4~8,1~3,less1,1,1,1,0,1,0
421120,No Urgent Place,Kid(s),Sunny,80,10AM,Restaurant(<20),2h,Male,26,Married partner,1,Bachelors degree,Computer & Mathematical,$25000 - $37499,,less1,1~3,1~3,1~3,1~3,1,1,0,0,1,0
392154,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,26,Single,0,Bachelors degree,Office & Administrative Support,$12500 - $24999,,less1,less1,less1,less1,less1,1,0,0,0,1,1
291307,Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Male,50plus,Married partner,1,Some college - no degree,Computer & Mathematical,$50000 - $62499,,never,gt8,never,4~8,less1,1,0,0,1,0,1
321476,Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Male,36,Single,0,Some college - no degree,Business & Financial,$37500 - $49999,,never,less1,gt8,gt8,never,1,0,0,0,1,1
341367,Home,Alone,Sunny,80,10PM,Bar,1d,Female,21,Single,0,Bachelors degree,Life Physical Social Science,$37500 - $49999,,less1,never,less1,1~3,never,1,1,0,1,0,1
183225,No Urgent Place,Kid(s),Sunny,80,2PM,Coffee House,1d,Female,21,Married partner,0,Some college - no degree,Student,Less than $12500,,less1,gt8,4~8,1~3,1~3,1,0,0,0,1,1
399378,No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,2h,Female,26,Single,0,Some college - no degree,Food Preparation & Serving Related,$25000 - $37499,,1~3,1~3,1~3,1~3,less1,1,0,0,0,1,1
499314,Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Female,36,Married partner,0,Bachelors degree,Computer & Mathematical,$50000 - $62499,,less1,never,4~8,4~8,never,1,0,0,1,0,0
198519,No Urgent Place,Friend(s),Sunny,80,10PM,Bar,1d,Female,50plus,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,,never,less1,1~3,1~3,1~3,1,1,0,0,1,0
325657,No Urgent Place,Alone,Sunny,30,10AM,Carry out & Take away,1d,Male,26,Single,0,Graduate degree (Masters or Doctorate),Healthcare Support,$37500 - $49999,,4~8,1~3,4~8,1~3,less1,1,1,0,0,1,1
123510,Home,Alone,Rainy,55,10PM,Coffee House,2h,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$37500 - $49999,,less1,,1~3,1~3,1~3,1,0,0,1,0,0
354576,No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Male,31,Unmarried partner,0,Bachelors degree,Sales & Related,$12500 - $24999,,never,less1,1~3,1~3,never,1,1,0,0,1,1
367846,Home,Partner,Sunny,55,10PM,Bar,1d,Female,21,Unmarried partner,0,Bachelors degree,Community & Social Services,$62500 - $74999,,less1,never,1~3,less1,never,1,1,1,0,1,1
414490,Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,21,Single,0,High School Graduate,Student,$50000 - $62499,,never,1~3,gt8,4~8,never,1,0,0,0,1,1
206804,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,41,Divorced,1,Some college - no degree,Protective Service,$25000 - $37499,,less1,less1,4~8,1~3,less1,1,0,0,0,1,1
129546,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Male,21,Married partner,0,Bachelors degree,Management,$50000 - $62499,,never,never,4~8,4~8,1~3,1,0,0,0,1,1
417398,No Urgent Place,Partner,Sunny,80,10AM,Coffee House,2h,Male,41,Divorced,1,Some college - no degree,Transportation & Material Moving,$50000 - $62499,,less1,less1,1~3,1~3,1~3,1,0,0,0,1,1
126210,Home,Partner,Sunny,30,10PM,Bar,2h,Female,21,Married partner,1,Some college - no degree,Sales & Related,$25000 - $37499,,less1,1~3,4~8,1~3,never,1,1,1,0,1,0
355682,No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,1d,Male,46,Unmarried partner,0,Some college - no degree,Transportation & Material Moving,$12500 - $24999,,never,less1,1~3,less1,less1,1,0,0,0,1,0
294576,No Urgent Place,Kid(s),Sunny,30,10PM,Restaurant(20-50),2h,Female,21,Married partner,1,Some college - no degree,Sales & Related,$25000 - $37499,,less1,1~3,4~8,1~3,never,1,0,0,0,1,0
467470,No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Male,41,Married partner,1,Bachelors degree,Arts Design Entertainment Sports & Media,$37500 - $49999,,,less1,1~3,4~8,1~3,1,0,0,0,1,0
480321,No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Male,31,Single,0,Some college - no degree,Office & Administrative Support,$12500 - $24999,,4~8,never,gt8,4~8,never,1,1,0,0,1,0
